,Topic,Time Queried,Title,Video IDs,Published At,Duration,View Count,Like Count,Dislike Count
16,Microbiology,2020-08-20 16:53:27.916814,History of Microbiology in Hindi - Microbiology with Sumi,YNRPO0WE3fM,2019-02-17T12:23:56Z,PT18M49S,53491,1369,60
17,Microbiology,2020-08-20 16:53:27.916815,Introduction to Microbiology in Hindi - Microbiology with Sumi,Zhn3lzYBy2Y,2018-07-26T09:00:44Z,PT15M15S,98998,3186,118
18,Microbiology,2020-08-20 16:53:27.916817,#BSc #Microbiology Jobs TOB 10 #Govt jobs &amp; Private jobs | Higher studies | #TNPSCMakingChange,Jqe_azS1p2E,2020-05-14T05:59:33Z,PT6M5S,9072,-1,-1
19,Microbiology,2020-08-20 16:53:27.916819,Microbiology course | B.Sc microbiology | botany | zoology | microbiology course details in tamil |,3898-KKU_5w,2020-04-30T06:38:54Z,PT5M29S,7574,234,11
20,Microbiology,2020-08-20 16:53:27.916820,Microbiologist Salary (2020) – Microbiologist Jobs,TW0LtMMC1F8,2020-05-16T18:43:20Z,PT6M4S,7787,221,3
21,Microbiology,2020-08-20 16:53:27.916822,Ward Sanitation | Model Questions | Microbiology in Telugu | MCQs | Ward Sanitation Secretary jobs,M7MNX3zjgFk,2020-02-18T11:38:38Z,PT5M11S,6047,160,6
22,Microbiology,2020-08-20 16:53:27.916824,Best Microbiology college in India | List of to 10 microbiology colleges in India,zPV7l0wSW3I,2019-05-12T14:36:06Z,PT9M23S,34369,736,48
23,Microbiology,2020-08-20 16:53:27.916826,what is microbiology in hindi,3RXbOmWxLXU,2018-10-12T06:12:57Z,PT1M21S,24372,387,27
24,Microbiology,2020-08-20 16:53:27.916827,Microbiology subject review। সাবজেক্ট রিভিউ মাইক্রোবায়োলজি।,_Z9hrGtr1ys,2019-12-30T07:22:30Z,PT6M53S,2666,102,1
25,Microbiology,2020-08-20 16:53:27.916829,Crash Course Microbiology,9mbfSFFkYyI,2017-07-21T11:25:40Z,PT39M46S,52057,472,43
26,Microbiology,2020-08-20 16:53:27.916831,Career after M.Sc in Microbiology,F-P7woqj7UU,2020-05-23T14:52:46Z,PT8M41S,7468,295,10
27,Microbiology,2020-08-20 16:53:27.916833,Career in Microbiology in Malayalam | BSC Micryobiology Course Details | MSC Microbiology Details,EHR00VyDqOc,2020-07-29T14:37:15Z,PT5M39S,632,35,0
28,Microbiology,2020-08-20 16:53:27.916835,BSC Microbiology ll Details ll Career Options ll Jobs ll Msc ll govt jObs l Meritech Education,yIKNuxieQp0,2018-06-20T17:34:54Z,PT2M33S,136225,2385,70
29,Microbiology,2020-08-20 16:53:27.916837,What is a Medical Microbiologist?,FaH6hL_GxwI,2018-11-05T12:38:38Z,PT4M47S,45575,813,8
30,Microbiology,2020-08-20 16:53:27.916838,"MSc microbiology dissertation,microbiology research,Breach Candy Hospital Mumbai",Y8QyIsPRx7g,2019-12-28T15:23:04Z,PT10M21S,6655,146,8
31,Microbiology,2020-08-20 16:53:27.916840,Introduction to Microbiology Class 10th Science Part 1,KWp12dFaUkM,2020-07-17T06:30:01Z,PT31M29S,5435,342,16
32,Microbiology,2020-08-20 16:53:27.916842,Easy exam tricks in microbiology for sterilization disinfection kya hai? 100% exam.hin,OQHrq2J6V9c,2018-02-05T06:33:02Z,PT11M8S,208388,3829,215
33,Microbiology,2020-08-20 16:53:27.916844,Career in Microbiology | Part-1,24K_vyxsVyA,2019-04-20T18:02:16Z,PT3M28S,25081,636,9
34,Microbiology,2020-08-20 16:53:27.916845,About BSC microbiology in malayalam,2bJ-0C3ob74,2020-06-04T11:49:25Z,PT7M42S,1589,89,1
35,Microbiology,2020-08-20 16:53:27.916848,Microbiology test | All test list of microbiology,v89pNAfvRzY,2017-12-19T17:44:46Z,PT6M42S,27468,695,30
36,Microbiology,2020-08-20 16:53:27.916850,Random Viva/interview Questions on Microbiology,8Q0PqSJ7EMk,2019-10-03T05:20:50Z,PT17M55S,9805,301,6
37,Microbiology,2020-08-20 16:53:27.916851,Microbiology of Medically Important Viruses,o8Mrun85Q3U,2018-04-10T05:54:28Z,PT24M51S,10402,101,3
38,Microbiology,2020-08-20 16:53:27.916853,Chapter 1   Introduction to Microbiology,pUa7pWhHyrM,2016-01-11T17:00:09Z,PT52M37S,452645,5169,162
39,Microbiology,2020-08-20 16:53:27.916855,Microbiology - Overview,ThU9Ckp1mB8,2013-01-08T21:36:58Z,PT11M48S,489325,4722,96
40,Microbiology,2020-08-20 16:53:27.916857,Microbiology scope in india/microbiology scope in Tamil/Microbiology scope in Abroad/Government jobs,1ARo_Uo56fY,2020-07-14T06:28:58Z,PT13M11S,3080,131,1
41,Microbiology,2020-08-20 16:53:27.916858,Microbiology Job Opportunities/Job Options/Salary Details,6Gnc7vuBdfQ,2019-07-24T03:57:45Z,PT9M59S,15282,432,20
42,Microbiology,2020-08-20 16:53:27.916860,Immunity | Hindi | immunology | MicroBiology |,g7-CYyxPv0w,2018-01-01T07:10:01Z,PT8M57S,105817,2322,101
43,Microbiology,2020-08-20 16:53:27.916862,"Gram Staining Procedure Animation Microbiology - Principle, Procedure, Interpretation",AZS2wb7pMo4,2019-09-26T04:15:02Z,PT3M38S,32480,633,8
44,Microbiology,2020-08-20 16:53:27.916864,The History of Microbiology in English - Microbiology with Sumi,_L62s6I8zG8,2019-02-16T14:11:31Z,PT13M5S,29941,619,24
45,Microbiology,2020-08-20 16:53:27.916865,Aiims pg Microbiology Part 1 mcq,JNIxkER6GxQ,2018-01-18T17:56:43Z,PT8M34S,43313,563,65
46,Microbiology,2020-08-20 16:53:27.916868,المحاضرة الأولى في الكائنات الدقيقة الطبية لطلاب التمريض | Introduction to Microbiology,9JcqvBY8vtw,2017-02-27T21:55:14Z,PT38M14S,17785,409,7
47,Microbiology,2020-08-20 16:53:27.916869,updated   microbiology study guide test 1,DIQibajKlms,2017-09-14T10:26:00Z,PT51M55S,12689,154,8
48,Microbiology,2020-08-20 16:53:27.916871,Microbiology Questions Paper | Multiple Choice Questions Paper,b-tV-t4sHgw,2019-09-28T07:00:14Z,PT8M1S,4386,140,2
49,Microbiology,2020-08-20 16:53:27.916873,MCQs in Microbiology - Bacteriology Part - 1,IDhVFDeBn7o,2019-05-25T06:20:12Z,PT8M34S,5540,119,1
50,Microbiology,2020-08-20 16:53:29.380293,what is Culture media || different classification of culture media || Microbiology,Yl1EZi0qX1Q,2018-05-15T15:01:38Z,PT10M48S,133064,2186,110
51,Microbiology,2020-08-20 16:53:29.380317,Aiims pg Microbiology Part 1 mcq,JNIxkER6GxQ,2018-01-18T17:56:43Z,PT8M34S,43313,563,65
52,Microbiology,2020-08-20 16:53:29.380323,Go Inside a Clinical Microbiology Lab,8OJNXCgIzSM,2016-03-15T17:53:54Z,PT4M46S,70589,755,17
53,Microbiology,2020-08-20 16:53:29.380328,Importance of Microbes: Bacterial Diseases – Microbiology | Lecturio,77oCfprg9m8,2015-11-20T08:12:41Z,PT4M4S,13167,96,3
54,Microbiology,2020-08-20 16:53:29.380333,Clinical Laboratory Technologist Careers- Microbiology,j2noU2sAFQM,2019-07-16T15:17:29Z,PT1M34S,3295,76,0
55,Microbiology,2020-08-20 16:53:29.380339,Microbiology lecture 8 | bacterial identification methods in the microbiology laboratory,cMVyrrdgaYk,2019-07-27T13:51:30Z,PT26M43S,28614,447,17
56,Microbiology,2020-08-20 16:53:29.380344,Big Jobs Uncovered | Microbiology Department with George Economas,DX49St5vDhc,2019-07-18T18:30:00Z,PT2M12S,3304,51,0
57,Microbiology,2020-08-20 16:53:29.380350,Coronavirus | Microbiology Video | Medical Online Education | V-Learning | sqadia.com,aJi1WrGRGwA,2020-03-12T13:03:18Z,PT1M27S,4882,29,1
58,Microbiology,2020-08-20 16:53:29.380357,updated   microbiology study guide test 1,DIQibajKlms,2017-09-14T10:26:00Z,PT51M55S,12689,154,8
59,Microbiology,2020-08-20 16:53:29.380363,Microbiology 524 a HIV Human Immuno Deficiency Virus AIDS Acquired ImmunoDeficiency Syndrome Retro,TIqTGkzqUbE,2019-10-23T14:32:34Z,PT18M20S,1543,32,0
60,Microbiology,2020-08-20 16:53:29.380368,How to study Microbiology in Medical School?,qGFEkz2Dg0Q,2017-10-25T22:27:27Z,PT22M24S,31631,834,47
61,Microbiology,2020-08-20 16:53:29.380374,"How to Become a Microbiologist | Tips, Skills you need, Salary, What it&#39;s like",ARVSqBKxHWg,2019-12-07T01:15:54Z,PT39M34S,13212,609,4
62,Microbiology,2020-08-20 16:53:29.380379,Microbiology of Microbial Genetics,2ctmJJmLzuU,2018-04-10T06:05:41Z,PT39M58S,18964,187,7
63,Microbiology,2020-08-20 16:53:29.380384,Microbiology Questions Paper | Multiple Choice Questions Paper,b-tV-t4sHgw,2019-09-28T07:00:14Z,PT8M1S,4386,140,2
64,Microbiology,2020-08-20 16:53:29.380389,Microbiology - Streptococcus species,ZrE4i1J3xfs,2019-05-21T07:37:33Z,PT7M14S,62267,1929,31
65,Microbiology,2020-08-20 16:53:29.380394,Micro-Biology: Crash Course History of Science #24,2JdBH2tys6M,2018-10-15T23:17:00Z,PT12M12S,254769,5423,96
66,Microbiology,2020-08-20 16:53:29.380399,Microbiology Career in Tamil,tnyTWLob45U,2019-03-21T11:53:54Z,PT4M17S,5466,110,6
67,Microbiology,2020-08-20 16:53:29.380405,Scope of Microbiology in hindi || Microbiology lecture in hindi.,0vr2fcJZtdA,2018-07-27T08:17:02Z,PT13M35S,18810,390,14
68,Microbiology,2020-08-20 16:53:29.380410,Viva questions on culture media (microbiology),OIz3n0GFzwY,2019-09-24T13:38:23Z,PT11M34S,5868,193,2
69,Microbiology,2020-08-20 16:53:29.380415,Biotechnology vs microbiology vs zoology - Which career to choose from Life science field?,iaqDs_JpIzY,2018-05-03T15:26:43Z,PT9M26S,114799,2530,119
70,Microbiology,2020-08-20 16:53:29.380420,Lab Exercise 1: Introduction to Microbiology,QGwNjD3tFN4,2018-06-05T15:55:57Z,PT17M8S,12402,162,2
71,Microbiology,2020-08-20 16:53:29.380425,"What to after B.Sc in Microbiology | Career in microbiology | B.Sc, M.Sc in Microbiology | jobs |",jfJgYYRBBKM,2019-12-13T10:16:11Z,PT13M43S,13901,402,14
72,Microbiology,2020-08-20 16:53:29.380435,Microbiology Culture Medium | Components | Uses | Tamil | Lab Techniques | Biology | ThiNK VISION,iC_scBJ0spQ,2020-06-19T22:01:40Z,PT5M18S,844,65,0
73,Microbiology,2020-08-20 16:53:29.380441,Microbiologist Salary in the United States - Jobs and Wages in the United States,x1BhlJQbxo8,2019-08-23T23:08:30Z,PT1M38S,7690,105,7
74,Microbiology,2020-08-20 16:53:29.380446,Microbiology: Citrate Agar,LZ_mVPRLayQ,2018-01-04T18:10:30Z,PT3M3S,18053,190,1
75,Microbiology,2020-08-20 16:53:29.380451,Microbiology: Normal flora versus Pathogens,HHq_MVFg5yY,2018-02-07T20:19:59Z,PT24M21S,8053,145,0
76,Microbiology,2020-08-20 16:53:29.380457,Antibiotic Resistance Transfer in Staphylococcus aureus/Trends in Microbiology,5gbK-Tl4Bkg,2017-09-26T14:21:46Z,PT4M1S,3227,32,0
77,Microbiology,2020-08-20 16:53:29.380462,Expectations vs Reality | Microbiology edition,hhCexwkU0xA,2018-01-08T18:30:14Z,PT11M40S,9664,240,19
78,Microbiology,2020-08-20 16:53:29.380468,Microbiology - Hepatitis C Virus,vRvyV1x2t60,2014-07-07T23:17:50Z,PT11M35S,119802,1252,34
79,Microbiology,2020-08-20 16:53:29.380480,M.Sc. Applied Microbiology (2016) BHU MCQ solved part 1,KU3X6CjGM3M,2018-05-01T12:29:34Z,PT12M8S,26126,366,17
80,Microbiology,2020-08-20 16:53:29.380485,Microbiology Introduction | Picmonic,g3wYum14Eo4,2020-07-30T22:29:17Z,PT20M36S,2070,124,1
81,Microbiology,2020-08-20 16:53:29.380490,Microbiology - Bacteria (Structure),fzIKJpcfXfo,2013-02-19T21:58:05Z,PT9M7S,807446,8272,245
82,Microbiology,2020-08-20 16:53:29.380496,MGH Clinical Microbiology Laboratory Timelapse,REiKb-SlUys,2020-08-04T01:21:32Z,PT1M12S,423,9,0
83,Microbiology,2020-08-20 16:53:29.380501,Viva Questions on instruments in Microbiology lab,KXD66a-IXlY,2019-06-10T14:58:23Z,PT22M5S,12337,403,5
84,Microbiology,2020-08-20 16:53:29.380506,Microbiology: Microbiology Growth &amp; Nutrition,Zo7l0tp-0jU,2020-08-19T10:43:15Z,P0D,0,26,0
85,Microbiology,2020-08-20 16:53:29.380511,Biotechnology Salary v/s Microbiology Salary |Biology |India,DVbD7G-mC64,2019-03-21T11:37:30Z,PT8M12S,12784,158,28
86,Microbiology,2020-08-20 16:53:29.380517,microbiology lab practical information part 2,-mt0RsecwW8,2014-12-09T17:53:04Z,PT11M52S,66270,594,16
87,Microbiology,2020-08-20 16:53:29.380522,MCQs in Microbiology - Bacteriology Part - 1,IDhVFDeBn7o,2019-05-25T06:20:12Z,PT8M34S,5540,119,1
88,Microbiology,2020-08-20 16:53:29.380531,How the National Microbiology Laboratory tests for COVID-19 (video),WgiA6VVYni0,2020-06-03T14:18:50Z,PT3M16S,1749,-1,-1
89,Microbiology,2020-08-20 16:53:29.380536,Why Microbiology? Scientists Share their Stories,d5-K_YV4wgY,2016-03-15T16:02:14Z,PT6M50S,57737,695,12
90,Microbiology,2020-08-20 16:53:29.380542,How To Study Microbiology for NEET PG &amp; NEXT with eGurukul | Best for Next |,KE_wZNOzbf4,2020-04-18T12:37:14Z,PT10M40S,3820,72,7
91,Microbiology,2020-08-20 16:53:29.380547,All types of culture media used to culture bacteria : Microbiology,vNKDUEHf4ww,2019-11-24T09:09:48Z,PT3M13S,1589,36,2
92,Microbiology,2020-08-20 16:53:29.380552,Microbiology career jobs and salary | what to do after BSc in Microbiology.,RYSB20QRF20,2020-07-12T15:20:08Z,PT12M34S,602,42,4
93,Microbiology,2020-08-20 16:53:29.380557,TTWREIS - GnaanaDeeksha - Season - 3 | Microbiology - Gene Transfer Among Bacteria | Degree | Live,QxbZ2VPHoVg,2020-08-20T08:05:19Z,PT41M58S,444,8,0
94,Microbiology,2020-08-20 16:53:29.380562,SHORT SUBJECT REVIEW MICROBIOLOGY NUTRITION SOCIOLOGY FOR AIIMS PATNA NAGPUR BY SAHU SIR,Ra7wjqbCudU,2020-02-22T18:33:46Z,PT1H44M47S,23656,1733,25
95,Microbiology,2020-08-20 16:53:29.380568,Koch&#39;s postulates ( Contribution of Robert Koch; Father of Medical Microbiology),ChTz8dw3SlM,2018-08-01T16:20:45Z,PT4M34S,11400,160,13
96,Microbiology,2020-08-20 16:53:29.380573,Dr. Sonu Panwar  Discusses &quot;General  Microbiology (Part  1)&quot;,i9sGjE32RCw,2019-01-11T05:09:17Z,PT14M5S,18122,298,12
97,Microbiology,2020-08-20 16:53:29.380578,MUST TO KNOW + MNEMONICS (MICROBIOLOGY),20GXbNjzJF8,2019-07-28T07:40:33Z,PT20M49S,10123,306,6
98,Microbiology,2020-08-20 16:53:29.380583,Microbiology of Bacterial Morphology &amp; Shape,wEvW1ZF7if4,2018-04-07T07:04:26Z,PT15M14S,64282,595,45
99,Microbiology,2020-08-20 16:53:29.380588,BHU M.Sc. Applied Microbiology (2018) MCQ&#39;s solved part 1,SpDGnCXIQ5g,2019-02-15T14:51:03Z,PT13M20S,8241,176,4
100,Microbiology,2020-08-20 16:53:30.976872,Scope of | Microbiology | pharma |Biotech|virology | after covid 19 | scope after coronavirus,YAmerKXg1Rg,2020-05-31T12:30:06Z,PT7M19S,903,61,1
101,Microbiology,2020-08-20 16:53:30.976888,UMC Lab Microbiology Technology,DImEboaPNOE,2015-10-19T16:36:21Z,PT3M2S,18507,94,5
102,Microbiology,2020-08-20 16:53:30.976892,Morphology of Bacterial Cell - Microbiology with Sumi,zAVfStwIGUc,2017-08-26T09:33:03Z,PT5M57S,22721,459,19
103,Microbiology,2020-08-20 16:53:30.976896,Microbiology AIIMS 2020 Recall session (We are with you),3fsOqBlyED0,2020-07-30T11:30:12Z,PT1H11M47S,12516,393,8
104,Microbiology,2020-08-20 16:53:30.976900,Microbiology - Bacteria Antibiotic Resistance,057phDG4mKU,2014-06-10T04:15:35Z,PT13M1S,380241,5262,73
105,Microbiology,2020-08-20 16:53:30.976904,Day in the Life - Microbiology / Virology - Prof  Bill Rawlinson,uaw16xE5ooM,2010-05-27T08:35:57Z,PT5M8S,138444,971,18
106,Microbiology,2020-08-20 16:53:30.976911,NEET PG| Microbiology| Bacterial Anatomy and Bacterial Genetics | Unacademy by Dr Preeti Sharma,HpeiALynRuw,2019-10-11T12:34:58Z,PT55M44S,12182,329,5
107,Microbiology,2020-08-20 16:53:30.976915,Secondary Screening Procedure and its Details - Microbiology with Sumi,nmZCvj0ZUnA,2018-03-25T18:44:19Z,PT8M38S,8397,161,7
108,Microbiology,2020-08-20 16:53:30.976919,Micro-Biology: Crash Course History of Science #24,2JdBH2tys6M,2018-10-15T23:17:00Z,PT12M12S,254769,5423,96
109,Microbiology,2020-08-20 16:53:30.976923,Microbiology - Hepatitis C Virus,vRvyV1x2t60,2014-07-07T23:17:50Z,PT11M35S,119802,1252,34
110,Microbiology,2020-08-20 16:53:30.976926,Microbiology 001 a Textbooks for Microbiology for MBBS Student Review Books Apruba Sastry Baveja,ov3QSh7rpWw,2019-09-15T08:17:47Z,PT2M13S,5417,53,6
111,Microbiology,2020-08-20 16:53:30.976930,Isolation of pure culture -Part-2 || Microbiology || L-11 Unit-1,ibZozuudUdI,2019-09-15T19:45:56Z,PT6M30S,9226,202,5
112,Microbiology,2020-08-20 16:53:30.976933,Microbiology: Microbiology Growth &amp; Nutrition,Zo7l0tp-0jU,2020-08-19T10:43:15Z,P0D,0,26,0
113,Microbiology,2020-08-20 16:53:30.976937,STD 10 | SCIENCE 2 | INTRODUCTION TO MICROBIOLOGY | MAHARASHTRA BOARD | NEW SYLLABUS 2018,iblrFufuYX8,2018-10-03T14:46:30Z,PT18M50S,25260,345,54
114,Microbiology,2020-08-20 16:53:30.976941,"All Microbiology ENTRANCE EXAMS LIST Question Paper BSC , MSC",uFsYivfvHD4,2019-03-02T15:52:37Z,PT4M10S,12605,-1,-1
115,Microbiology,2020-08-20 16:53:30.976944,Branches of Microbiology - Microbiology with Sumi,pIDNi2wocBw,2017-09-27T06:48:54Z,PT13M3S,18595,273,6
116,Microbiology,2020-08-20 16:53:30.976948,"Bsc.Microbiology क्या Better है Career के लिये|ADMISSION,Salary,Career,Job!जानिये Many Things(Hindi)",joNml4w3KxE,2018-07-09T11:01:13Z,PT7M44S,80958,1722,132
117,Microbiology,2020-08-20 16:53:30.976951,Biotechnology Salary v/s Microbiology Salary |Biology |India,DVbD7G-mC64,2019-03-21T11:37:30Z,PT8M12S,12784,158,28
118,Microbiology,2020-08-20 16:53:30.976955,Concept &amp; Scope of Medical Microbiology (in hindi) | jobs in medical Microbiology,VtO1u4yfaa4,2019-09-18T13:25:33Z,PT6M9S,7449,308,15
119,Microbiology,2020-08-20 16:53:30.976958,Microbiology - Streptococcus species,ZrE4i1J3xfs,2019-05-21T07:37:33Z,PT7M14S,62267,1929,31
120,Microbiology,2020-08-20 16:53:30.976962,"How to find Government job after Graduation (for Microbiology, Biotechnology, zoology, botany etc)",-dxrUKpT_JM,2020-04-02T13:30:01Z,PT6M21S,13746,643,23
121,Microbiology,2020-08-20 16:53:30.976965,Microbiology Student&#39;s Experience at MMDU | Best University of the North 2017,yhAgBJmK4tU,2018-05-31T10:29:39Z,PT58S,3871,57,0
122,Microbiology,2020-08-20 16:53:30.976969,BSC Microbiology career and scope in malayalam || മൈക്രോ ബയോളജി,Yf58tkj3Vr0,2020-07-24T12:27:51Z,PT10M13S,642,36,0
123,Microbiology,2020-08-20 16:53:30.976972,Basic Microbiology for Sterile Processing,hW_1g_rr-T0,2013-09-04T15:45:29Z,PT1H1M47S,100639,966,42
124,Microbiology,2020-08-20 16:53:30.976976,what is Culture media || different classification of culture media || Microbiology,Yl1EZi0qX1Q,2018-05-15T15:01:38Z,PT10M48S,133064,2186,110
125,Microbiology,2020-08-20 16:53:30.976979,COVID-19 Webinar - Ben Harris - Medical Microbiology Scientist,Ondpt9z1TAI,2020-03-15T09:57:56Z,PT1H43M2S,2774,37,1
126,Microbiology,2020-08-20 16:53:30.976986,Medical Microbiology And Immunology Book|One of the Best Book For Microbiology And Immuniology,zWntndEE9nU,2019-05-14T19:59:33Z,PT2M17S,1828,39,1
127,Microbiology,2020-08-20 16:53:30.976990,Koch&#39;s Postulates and it&#39;s Exception #Microbiology #TCML,MPC2Y3_UUu4,2019-08-21T19:17:51Z,PT26M39S,8826,373,16
128,Microbiology,2020-08-20 16:53:30.976994,Go Inside a Clinical Microbiology Lab,8OJNXCgIzSM,2016-03-15T17:53:54Z,PT4M46S,70589,755,17
129,Microbiology,2020-08-20 16:53:30.976997,Microbiology Introduction | Picmonic,g3wYum14Eo4,2020-07-30T22:29:17Z,PT20M36S,2070,124,1
130,Microbiology,2020-08-20 16:53:30.977001,Microbiology - Bacteria (Structure),fzIKJpcfXfo,2013-02-19T21:58:05Z,PT9M7S,807446,8272,245
131,Microbiology,2020-08-20 16:53:30.977004,Microbiology 550 c Hepatitis B HBV Dane PArticle HBsAg HBeAg HBcAg Antigen surface core antibodies,8z8_uGbUbQk,2019-10-25T09:16:38Z,PT20M21S,1786,38,2
132,Microbiology,2020-08-20 16:53:30.977008,Basics of Medical Microbiology - Microbiology with Sumi,cvcsMeLGxf4,2018-03-07T06:43:08Z,PT8M40S,13353,277,4
133,Microbiology,2020-08-20 16:53:30.977011,NEET PG: Microbiology Discussion (by Dr. Sonu Panwar),7qSUWXAc0Hs,2020-01-16T10:11:28Z,PT24M25S,20597,377,8
134,Microbiology,2020-08-20 16:53:30.977015,"DNA Exchange: Transformation, Conjugation &amp; Transduction – Microbiology | Lecturio",X5VikohUKmg,2015-11-20T11:02:03Z,PT3M36S,26367,231,14
135,Microbiology,2020-08-20 16:53:30.977018,Staining techniques in microbiology || Simple staining || Gram staining || Acid fast staining ||,0eLxr4ThgmY,2020-08-06T14:30:04Z,PT17M7S,574,30,1
136,Microbiology,2020-08-20 16:53:30.977022,How the National Microbiology Laboratory tests for COVID-19 (video),WgiA6VVYni0,2020-06-03T14:18:50Z,PT3M16S,1749,-1,-1
137,Microbiology,2020-08-20 16:53:30.977026,AIIMS June 2020 Recall Questions of Microbiology,Bo6k8CzVfxg,2020-06-26T16:10:47Z,PT1H5M29S,1695,44,5
138,Microbiology,2020-08-20 16:53:30.977029,"The Human immunodeficiency virus (HIV) , Medical microbiology animations",dl2zmyygtDE,2018-03-20T16:06:52Z,PT5M31S,6239,111,6
139,Microbiology,2020-08-20 16:53:30.977033,career in microbiology in hindi - microbiologist career-Career Options After 12th PCB,nNQI2FvleKs,2018-07-01T18:58:44Z,PT6M58S,21796,542,12
140,Microbiology,2020-08-20 16:53:30.977036,Robert koch contribution to microbiology,WO4RlNQlbnk,2020-05-02T01:59:54Z,PT10M14S,309,6,0
141,Microbiology,2020-08-20 16:53:30.977039,How To Study Microbiology for NEET PG &amp; NEXT with eGurukul | Best for Next |,KE_wZNOzbf4,2020-04-18T12:37:14Z,PT10M40S,3820,72,7
142,Microbiology,2020-08-20 16:53:30.977043,HISTORY OF MICROBIOLOGY  II  ANTONY VAN LEEUWENHOEK,xOQZEX9T4pY,2020-08-14T14:00:48Z,PT8M47S,97,11,0
143,Microbiology,2020-08-20 16:53:30.977047,Syllabus of microbiology GNM 1st year,PZv84R12wC4,2020-03-20T17:23:59Z,PT2M53S,1582,50,1
144,Microbiology,2020-08-20 16:53:30.977050,7. Introduction to Microbiology Pt 1 10th Science 2 Maharashtra Board,0gzNmQBYf0M,2018-12-03T16:40:48Z,PT44M31S,40610,760,89
145,Microbiology,2020-08-20 16:53:30.977054,"How To Become a Virologist? Biology Career | Microbiology | Skills, Jobs, and Salaries | Vedantu",lXPLywtOq8Y,2020-05-06T13:30:10Z,PT19M30S,5992,336,15
146,Microbiology,2020-08-20 16:53:30.977057,Microbiology: Normal flora versus Pathogens,HHq_MVFg5yY,2018-02-07T20:19:59Z,PT24M21S,8053,145,0
147,Microbiology,2020-08-20 16:53:30.977061,BHU M.Sc. Applied Microbiology (2018) MCQ&#39;s solved part 4,WogjN9zM4oY,2019-03-05T14:01:35Z,PT13M12S,2878,67,2
