,Topic,Time Queried,Title,Video IDs,Published At,Duration,View Count,Like Count,Dislike Count
23,Microbiology,2020-08-21 22:13:58.801290,Ward Sanitation | Model Questions | Microbiology in Telugu | MCQs | Ward Sanitation Secretary jobs,M7MNX3zjgFk,2020-02-18T11:38:38Z,PT5M11S,6095,162,6
24,Microbiology,2020-08-21 22:13:58.801294,Microbiologist Salary (2020) – Microbiologist Jobs,TW0LtMMC1F8,2020-05-16T18:43:20Z,PT6M4S,7927,229,3
25,Microbiology,2020-08-21 22:13:58.801298,BSC Microbiology ll Details ll Career Options ll Jobs ll Msc ll govt jObs l Meritech Education,yIKNuxieQp0,2018-06-20T17:34:54Z,PT2M33S,136388,2387,70
26,Microbiology,2020-08-21 22:13:58.801302,Microbiology - Overview,ThU9Ckp1mB8,2013-01-08T21:36:58Z,PT11M48S,489441,4725,96
27,Microbiology,2020-08-21 22:13:58.801306,Best Microbiology college in India | List of to 10 microbiology colleges in India,zPV7l0wSW3I,2019-05-12T14:36:06Z,PT9M23S,34447,739,49
28,Microbiology,2020-08-21 22:13:58.801310,The History of Microbiology in English - Microbiology with Sumi,_L62s6I8zG8,2019-02-16T14:11:31Z,PT13M5S,30045,621,24
29,Microbiology,2020-08-21 22:13:58.801314,Microbiology subject review। সাবজেক্ট রিভিউ মাইক্রোবায়োলজি।,_Z9hrGtr1ys,2019-12-30T07:22:30Z,PT6M53S,2678,103,1
30,Microbiology,2020-08-21 22:13:58.801317,Microbiology scope in india/microbiology scope in Tamil/Microbiology scope in Abroad/Government jobs,1ARo_Uo56fY,2020-07-14T06:28:58Z,PT13M11S,3121,131,1
31,Microbiology,2020-08-21 22:13:58.801321,What is a Medical Microbiologist?,FaH6hL_GxwI,2018-11-05T12:38:38Z,PT4M47S,45765,817,8
32,Microbiology,2020-08-21 22:13:58.801325,Crash Course Microbiology,9mbfSFFkYyI,2017-07-21T11:25:40Z,PT39M46S,52099,474,43
33,Microbiology,2020-08-21 22:13:58.801329,"MSc microbiology dissertation,microbiology research,Breach Candy Hospital Mumbai",Y8QyIsPRx7g,2019-12-28T15:23:04Z,PT10M21S,6708,146,8
34,Microbiology,2020-08-21 22:13:58.801332,Microbiology AIIMS 2020 Recall session (We are with you),3fsOqBlyED0,2020-07-30T11:30:12Z,PT1H11M47S,12666,397,9
35,Microbiology,2020-08-21 22:13:58.801337,Easy exam tricks in microbiology for sterilization disinfection kya hai? 100% exam.hin,OQHrq2J6V9c,2018-02-05T06:33:02Z,PT11M8S,208556,3833,215
36,Microbiology,2020-08-21 22:13:58.801341,Career in Microbiology | Part-1,24K_vyxsVyA,2019-04-20T18:02:16Z,PT3M28S,25170,643,9
37,Microbiology,2020-08-21 22:13:58.801344,About BSC microbiology in malayalam,2bJ-0C3ob74,2020-06-04T11:49:25Z,PT7M42S,1603,89,1
38,Microbiology,2020-08-21 22:13:58.801348,Chapter 1   Introduction to Microbiology,pUa7pWhHyrM,2016-01-11T17:00:09Z,PT52M37S,453031,5180,162
39,Microbiology,2020-08-21 22:13:58.801352,Introduction to Microbiology Class 10th Science Part 1,KWp12dFaUkM,2020-07-17T06:30:01Z,PT31M29S,5574,354,16
40,Microbiology,2020-08-21 22:13:58.801356,Microbiology of Medically Important Viruses,o8Mrun85Q3U,2018-04-10T05:54:28Z,PT24M51S,10415,101,3
41,Microbiology,2020-08-21 22:13:58.801359,Immunity | Hindi | immunology | MicroBiology |,g7-CYyxPv0w,2018-01-01T07:10:01Z,PT8M57S,105908,2330,101
42,Microbiology,2020-08-21 22:13:58.801363,Biotechnology vs microbiology vs zoology - Which career to choose from Life science field?,iaqDs_JpIzY,2018-05-03T15:26:43Z,PT9M26S,115052,2539,120
43,Microbiology,2020-08-21 22:13:58.801367,updated   microbiology study guide test 1,DIQibajKlms,2017-09-14T10:26:00Z,PT51M55S,12695,154,8
44,Microbiology,2020-08-21 22:13:58.801370,"Gram Staining Procedure Animation Microbiology - Principle, Procedure, Interpretation",AZS2wb7pMo4,2019-09-26T04:15:02Z,PT3M38S,32806,639,8
45,Microbiology,2020-08-21 22:13:58.801374,B.Sc microbiology क्या है? What is B.sc microbiology? Everything u should know about microbiology,x-tpIEnNGJg,2019-07-04T13:45:55Z,PT4M24S,12287,230,28
46,Microbiology,2020-08-21 22:13:58.801379,Microbiology: Citrate Agar,LZ_mVPRLayQ,2018-01-04T18:10:30Z,PT3M3S,18068,190,1
47,Microbiology,2020-08-21 22:13:58.801382,Antibiotic Resistance Transfer in Staphylococcus aureus/Trends in Microbiology,5gbK-Tl4Bkg,2017-09-26T14:21:46Z,PT4M1S,3232,32,0
48,Microbiology,2020-08-21 22:13:58.801386,MCQs in Microbiology - Bacteriology Part - 1,IDhVFDeBn7o,2019-05-25T06:20:12Z,PT8M34S,5580,119,1
49,Microbiology,2020-08-21 22:13:58.801390,Random Viva/interview Questions on Microbiology,8Q0PqSJ7EMk,2019-10-03T05:20:50Z,PT17M55S,9876,301,6
50,Microbiology,2020-08-21 22:14:00.275016,MGH Clinical Microbiology Laboratory Timelapse,REiKb-SlUys,2020-08-04T01:21:32Z,PT1M12S,428,9,0
51,Microbiology,2020-08-21 22:14:00.275025,Msc Microbiology Entrance Question Paper | msc microbiology entrance exam preparation |,vskWZSVN5tw,2020-07-08T10:29:15Z,PT12M1S,1885,68,0
52,Microbiology,2020-08-21 22:14:00.275027,Career in Microbiology||Microbiology में कैरियर कैसे बनाए?||Full Course Details||,YPJzaBsP6n4,2020-04-11T13:03:22Z,PT12M24S,792,38,0
53,Microbiology,2020-08-21 22:14:00.275029,Microbiology test | All test list of microbiology,v89pNAfvRzY,2017-12-19T17:44:46Z,PT6M42S,27523,696,31
54,Microbiology,2020-08-21 22:14:00.275031,Coronavirus | Microbiology Video | Medical Online Education | V-Learning | sqadia.com,aJi1WrGRGwA,2020-03-12T13:03:18Z,PT1M27S,4892,29,1
55,Microbiology,2020-08-21 22:14:00.275033,Microbiology Questions Paper | Multiple Choice Questions Paper,b-tV-t4sHgw,2019-09-28T07:00:14Z,PT8M1S,4424,144,2
56,Microbiology,2020-08-21 22:14:00.275034,NEET PG| Microbiology| Bacterial Anatomy and Bacterial Genetics | Unacademy by Dr Preeti Sharma,HpeiALynRuw,2019-10-11T12:34:58Z,PT55M44S,12292,332,5
57,Microbiology,2020-08-21 22:14:00.275036,How to study Microbiology in Medical School?,qGFEkz2Dg0Q,2017-10-25T22:27:27Z,PT22M24S,31684,835,47
58,Microbiology,2020-08-21 22:14:00.275039,All types of culture media used to culture bacteria : Microbiology,vNKDUEHf4ww,2019-11-24T09:09:48Z,PT3M13S,1627,36,2
59,Microbiology,2020-08-21 22:14:00.275041,Big Jobs Uncovered | Microbiology Department with George Economas,DX49St5vDhc,2019-07-18T18:30:00Z,PT2M12S,3308,51,0
60,Microbiology,2020-08-21 22:14:00.275043,Aiims pg Microbiology Part 1 mcq,JNIxkER6GxQ,2018-01-18T17:56:43Z,PT8M34S,43374,564,65
61,Microbiology,2020-08-21 22:14:00.275045,Dr. Preeti Sharma of Drmentors.com discussing General Microbiology | #NEETPG,LfvtlDraQ8w,2019-03-15T12:22:22Z,PT27M13S,59305,1777,39
62,Microbiology,2020-08-21 22:14:00.275047,Koch&#39;s postulates ( Contribution of Robert Koch; Father of Medical Microbiology),ChTz8dw3SlM,2018-08-01T16:20:45Z,PT4M34S,11443,161,13
63,Microbiology,2020-08-21 22:14:00.275049,Microbiology Testing: USP requirements for Sterile and Nonsterile Preparations,yCdtwGWDtus,2018-04-30T22:05:20Z,PT56M39S,5071,48,1
64,Microbiology,2020-08-21 22:14:00.275051,Introduction to Microbiology | Class 10 | lecture-1,fli_2HZRe9o,2020-03-03T07:32:18Z,PT3M34S,1585,118,3
65,Microbiology,2020-08-21 22:14:00.275052,The Mount Sinai Department of Microbiology,GS82J0wJ6fA,2015-05-08T21:25:39Z,PT4M1S,3799,13,0
66,Microbiology,2020-08-21 22:14:00.275054,microbiology important mcqs | bits | Ward Sanitation | online classes | 2020,-kd6hPvSeA0,2019-09-07T10:50:52Z,PT8M17S,6747,143,8
67,Microbiology,2020-08-21 22:14:00.275056,Robert koch contribution to microbiology,WO4RlNQlbnk,2020-05-02T01:59:54Z,PT10M14S,316,6,0
68,Microbiology,2020-08-21 22:14:00.275058,Dr. Sonu Panwar  Discusses &quot;General  Microbiology (Part  1)&quot;,i9sGjE32RCw,2019-01-11T05:09:17Z,PT14M5S,18172,298,12
69,Microbiology,2020-08-21 22:14:00.275059,"How to Become a Microbiologist | Tips, Skills you need, Salary, What it&#39;s like",ARVSqBKxHWg,2019-12-07T01:15:54Z,PT39M34S,13297,613,4
70,Microbiology,2020-08-21 22:14:00.275061,Dr. Preeti Sharma discussing Staphylococcus in Microbiology | Free Video # 6,kcSrqJmkZOA,2019-08-07T09:38:26Z,PT41M39S,63789,1437,44
71,Microbiology,2020-08-21 22:14:00.275063,MCQs on Virology Part -1 Microbiology MCQs,7-gWAJuOLnA,2019-06-04T17:01:54Z,PT9M7S,4268,111,3
72,Microbiology,2020-08-21 22:14:00.275066,🔥 Pharmacy vs Microbiology vs Biochemistry | Subject Review,vxz6Y7g0QCM,2018-10-21T16:44:45Z,PT11M39S,46126,1320,52
73,Microbiology,2020-08-21 22:14:00.275068,Microbiology lecture 3 | Sporulation of bacteria (How endospore forms?),9agULSy4oSw,2019-07-04T15:39:06Z,PT9M17S,18651,407,16
74,Microbiology,2020-08-21 22:14:00.275070,Microbiology: Microbial Taxonomy &amp; Diversity,KzlqhRDXl40,2020-08-06T13:00:21Z,PT1H24M26S,2132,207,2
75,Microbiology,2020-08-21 22:14:00.275072,MOST SELECTED QUESTIONS | MICROBIOLOGY | PART-3 | RRB PHARMACIST EXAM | GPAT | ESIC,CSAQGRKTk_M,2019-05-15T19:26:33Z,PT13M24S,14367,419,7
76,Microbiology,2020-08-21 22:14:00.275073,MUST TO KNOW + MNEMONICS (MICROBIOLOGY),20GXbNjzJF8,2019-07-28T07:40:33Z,PT20M49S,10154,307,6
77,Microbiology,2020-08-21 22:14:00.275075,Microbiology Oxidation and Fermentation Tests Time-lapse,8c5FGTvaKcE,2016-11-05T17:41:11Z,PT4M53S,27715,202,11
78,Microbiology,2020-08-21 22:14:00.275077,Introduction to Microbiology Class 10th Science 2 Part 2,_WB0wwEldiA,2020-07-18T06:30:03Z,PT26M9S,4296,228,16
79,Microbiology,2020-08-21 22:14:00.275078,Through van Leeuwenhoek’s Eyes: Microbiology in a Nutshell,OniSF8QrHac,2014-11-21T10:37:33Z,PT2M3S,21224,108,4
80,Microbiology,2020-08-21 22:14:00.275080,"Herpes simplex virus microbiology | Cause, symptoms and treatments",UCa6qyvpMgk,2020-05-24T08:29:33Z,PT14M50S,8410,168,12
81,Microbiology,2020-08-21 22:14:00.275082,Introduction and scope of microbiology || History of microbiology || Prokaryotes and eukaryotes ||,Lrzc5Fvwlig,2020-07-08T14:30:20Z,PT11M47S,5904,215,7
82,Microbiology,2020-08-21 22:14:00.275083,M.Sc. Applied Microbiology (2017) BHU MCQ solved part 1,x_x2a2-5woI,2018-04-29T13:01:47Z,PT9M51S,6682,106,3
83,Microbiology,2020-08-21 22:14:00.275085,M.Sc. Applied Microbiology (2016) BHU MCQ solved part 1,KU3X6CjGM3M,2018-05-01T12:29:34Z,PT12M8S,26247,368,17
84,Microbiology,2020-08-21 22:14:00.275087,MICROBIOLOGY,mlAT6IXBOWU,2020-06-13T09:30:37Z,PT19M29S,5985,-1,-1
85,Microbiology,2020-08-21 22:14:00.275089,Microbiology: Microbiology Growth &amp; Nutrition,Zo7l0tp-0jU,2020-08-19T10:43:15Z,P0D,0,29,0
86,Microbiology,2020-08-21 22:14:00.275090,Microbiology 585 a Candida Candidiasis yeast like Fungus Vaginal Oral Thrush albicans,N1qEh6b-1W0,2019-10-22T07:26:09Z,PT12M43S,2894,33,2
87,Microbiology,2020-08-21 22:14:00.275092,Microbiology 446 a Cultivation of Virus Isolation Culture Egg Chick Inoculation Embryonated ExPlant,6RDofkmG1yo,2019-11-26T10:43:42Z,PT12M26S,6306,129,5
88,Microbiology,2020-08-21 22:14:00.275095,"Microbiology , LYOPHILIZATION Techniques",SoOKHDJNC9M,2018-07-23T13:13:14Z,PT6M34S,10316,115,17
89,Microbiology,2020-08-21 22:14:00.275097,Microbiology of the Built Environment,wYmibHwmtrw,2020-05-14T22:50:42Z,PT26M14S,1315,44,1
90,Microbiology,2020-08-21 22:14:00.275099,Biochemistry VS zoology VS Microbiology,4eiPDQTIITA,2020-08-18T11:58:26Z,PT5M57S,104,8,0
91,Microbiology,2020-08-21 22:14:00.275100,Streak plate method for isolation of bacteria | Procedure|Results|Microbiology,VCM4tpSwyDM,2019-12-06T19:07:13Z,PT5M46S,3554,61,3
92,Microbiology,2020-08-21 22:14:00.275102,UMC Lab Microbiology Technology,DImEboaPNOE,2015-10-19T16:36:21Z,PT3M2S,18511,94,5
93,Microbiology,2020-08-21 22:14:00.275104,Media Prep,cneascR3OEc,2012-12-14T14:02:33Z,PT3M31S,647400,4746,153
94,Microbiology,2020-08-21 22:14:00.275105,ABST test Microbiology/Antibiotic Sensitivity Test/Antibiotic Susceptibility Testing/STAR LABORATORY,27hApfLqse8,2019-07-17T00:15:14Z,PT9M5S,4720,77,1
95,Microbiology,2020-08-21 22:14:00.275107,Microbiology - Bacteria Antibiotic Resistance,057phDG4mKU,2014-06-10T04:15:35Z,PT13M1S,380472,5265,73
96,Microbiology,2020-08-21 22:14:00.275109,Microbiology MCQ  | AIIMS Norcet Exam MCQ by Testpaperlive,unSybyza3v0,2020-08-17T08:31:37Z,PT36M33S,6171,766,21
97,Microbiology,2020-08-21 22:14:00.275111,Botany Optional Syllabus Analysis for IAS &amp; IFS - Part - 1 - Microbiology: How to study Microbiology,2pNcoO6Mmr0,2020-06-22T06:15:00Z,PT31M17S,2786,208,1
98,Microbiology,2020-08-21 22:14:00.275112,SHORT SUBJECT REVIEW MICROBIOLOGY NUTRITION SOCIOLOGY FOR AIIMS PATNA NAGPUR BY SAHU SIR,Ra7wjqbCudU,2020-02-22T18:33:46Z,PT1H44M47S,23703,1735,25
99,Microbiology,2020-08-21 22:14:00.275114,Branches of Microbiology - Microbiology with Sumi,pIDNi2wocBw,2017-09-27T06:48:54Z,PT13M3S,18651,273,6
100,Microbiology,2020-08-21 22:14:01.715970,Why Microbiology? Scientists Share their Stories,d5-K_YV4wgY,2016-03-15T16:02:14Z,PT6M50S,57840,697,12
101,Microbiology,2020-08-21 22:14:01.715982,Microbial ecology and diversity | Microbiology lecture 14,-IEOxfIPWsk,2019-11-21T09:10:44Z,PT43M53S,7682,163,4
102,Microbiology,2020-08-21 22:14:01.715985,MCB2010C - Microbiology: Aseptic Technique,aCogerlXpM4,2017-06-23T11:31:55Z,PT4M33S,862,2,0
103,Microbiology,2020-08-21 22:14:01.715989,Secondary Screening Procedure and its Details - Microbiology with Sumi,nmZCvj0ZUnA,2018-03-25T18:44:19Z,PT8M38S,8418,161,7
104,Microbiology,2020-08-21 22:14:01.715992,AIIMS June 2020 Microbiology Important Questions | Dr. Sonu Panwar | AIIMS PG 2020,Ul5miMTXGBU,2020-06-13T21:38:13Z,PT26M1S,4834,176,1
105,Microbiology,2020-08-21 22:14:01.715996,Morphology and Structure of Viruses - Microbiology with Sumi,GJBzPqgTVAs,2018-04-01T20:51:33Z,PT9M25S,67585,1502,74
106,Microbiology,2020-08-21 22:14:01.716002,Micro-Biology: Crash Course History of Science #24,2JdBH2tys6M,2018-10-15T23:17:00Z,PT12M12S,255314,5432,96
107,Microbiology,2020-08-21 22:14:01.716006,How to Study for Microbiology Exams | My personal experiences,tu_nR9HPN9s,2020-02-01T06:39:04Z,PT3M,724,36,0
108,Microbiology,2020-08-21 22:14:01.716010,Microbiology: Normal flora versus Pathogens,HHq_MVFg5yY,2018-02-07T20:19:59Z,PT24M21S,8073,146,0
109,Microbiology,2020-08-21 22:14:01.716013,Scope of | Microbiology | pharma |Biotech|virology | after covid 19 | scope after coronavirus,YAmerKXg1Rg,2020-05-31T12:30:06Z,PT7M19S,909,61,1
110,Microbiology,2020-08-21 22:14:01.716017,Day in the Life - Microbiology / Virology - Prof  Bill Rawlinson,uaw16xE5ooM,2010-05-27T08:35:57Z,PT5M8S,138496,972,18
111,Microbiology,2020-08-21 22:14:01.716020,USMLE Live Stream -- First Aid 2019 -- Microbiology 2,0J1UuDrdxUE,2019-06-17T23:21:16Z,PT1H17M20S,6874,89,2
112,Microbiology,2020-08-21 22:14:01.716023,Microbiology Chapter 1: Part 1 of 2,Ks8o0Q7NE2I,2016-01-26T17:16:47Z,PT56M48S,135125,1011,40
113,Microbiology,2020-08-21 22:14:01.716027,Go Inside a Clinical Microbiology Lab,8OJNXCgIzSM,2016-03-15T17:53:54Z,PT4M46S,70705,757,17
114,Microbiology,2020-08-21 22:14:01.716030,Microbiology 001 a Textbooks for Microbiology for MBBS Student Review Books Apruba Sastry Baveja,ov3QSh7rpWw,2019-09-15T08:17:47Z,PT2M13S,5430,53,6
115,Microbiology,2020-08-21 22:14:01.716033,Microbiology - Streptococcus species,ZrE4i1J3xfs,2019-05-21T07:37:33Z,PT7M14S,62421,1933,31
116,Microbiology,2020-08-21 22:14:01.716037,AIIMS June 2020 Recall Questions of Microbiology,Bo6k8CzVfxg,2020-06-26T16:10:47Z,PT1H5M29S,1703,44,5
117,Microbiology,2020-08-21 22:14:01.716040,Medical Microbiology And Immunology Book|One of the Best Book For Microbiology And Immuniology,zWntndEE9nU,2019-05-14T19:59:33Z,PT2M17S,1836,39,1
118,Microbiology,2020-08-21 22:14:01.716044,"All Microbiology ENTRANCE EXAMS LIST Question Paper BSC , MSC",uFsYivfvHD4,2019-03-02T15:52:37Z,PT4M10S,12618,-1,-1
119,Microbiology,2020-08-21 22:14:01.716047,Staining techniques in microbiology || Simple staining || Gram staining || Acid fast staining ||,0eLxr4ThgmY,2020-08-06T14:30:04Z,PT17M7S,642,32,1
120,Microbiology,2020-08-21 22:14:01.716050,Concept &amp; Scope of Medical Microbiology (in hindi) | jobs in medical Microbiology,VtO1u4yfaa4,2019-09-18T13:25:33Z,PT6M9S,7520,310,15
121,Microbiology,2020-08-21 22:14:01.716054,Microbiology Job Opportunities/Job Options/Salary Details,6Gnc7vuBdfQ,2019-07-24T03:57:45Z,PT9M59S,15394,431,20
122,Microbiology,2020-08-21 22:14:01.716057,Biotechnology Salary v/s Microbiology Salary |Biology |India,DVbD7G-mC64,2019-03-21T11:37:30Z,PT8M12S,12837,159,28
123,Microbiology,2020-08-21 22:14:01.716060,Microbiology Introduction | Picmonic,g3wYum14Eo4,2020-07-30T22:29:17Z,PT20M36S,2088,125,1
124,Microbiology,2020-08-21 22:14:01.716064,Microbiology Student&#39;s Experience at MMDU | Best University of the North 2017,yhAgBJmK4tU,2018-05-31T10:29:39Z,PT58S,3901,58,0
125,Microbiology,2020-08-21 22:14:01.716067,Basics of Medical Microbiology - Microbiology with Sumi,cvcsMeLGxf4,2018-03-07T06:43:08Z,PT8M40S,13391,278,4
126,Microbiology,2020-08-21 22:14:01.716072,"How to find Government job after Graduation (for Microbiology, Biotechnology, zoology, botany etc)",-dxrUKpT_JM,2020-04-02T13:30:01Z,PT6M21S,13897,652,23
127,Microbiology,2020-08-21 22:14:01.716076,Microbiology - Bacteria (Structure),fzIKJpcfXfo,2013-02-19T21:58:05Z,PT9M7S,807710,8279,245
128,Microbiology,2020-08-21 22:14:01.716080,Microbiology - Hepatitis C Virus,vRvyV1x2t60,2014-07-07T23:17:50Z,PT11M35S,119860,1253,34
129,Microbiology,2020-08-21 22:14:01.716083,Basics of food microbiology!!,BPOnrsrnXmE,2020-07-30T19:16:30Z,PT4M27S,726,43,1
130,Microbiology,2020-08-21 22:14:01.716086,How the National Microbiology Laboratory tests for COVID-19 (video),WgiA6VVYni0,2020-06-03T14:18:50Z,PT3M16S,1769,-1,-1
131,Microbiology,2020-08-21 22:14:01.716090,Basic Microbiology for Sterile Processing,hW_1g_rr-T0,2013-09-04T15:45:29Z,PT1H1M47S,100710,968,42
132,Microbiology,2020-08-21 22:14:01.716093,Ward Sanitation | Microbiology Top 50 Bits | PART 2 | microbiology important bits in Telugu,tBQGK6K0Kas,2020-06-29T13:40:04Z,PT19M15S,2254,80,2
133,Microbiology,2020-08-21 22:14:01.716096,Flagellar Movement - Medical microbiology animations,PBrxh3N8CuA,2018-11-22T16:27:13Z,PT1M4S,12880,90,4
134,Microbiology,2020-08-21 22:14:01.716100,Koch&#39;s Postulates and it&#39;s Exception #Microbiology #TCML,MPC2Y3_UUu4,2019-08-21T19:17:51Z,PT26M39S,8861,375,16
135,Microbiology,2020-08-21 22:14:01.716103,How To Study Microbiology for NEET PG &amp; NEXT with eGurukul | Best for Next |,KE_wZNOzbf4,2020-04-18T12:37:14Z,PT10M40S,3831,72,7
136,Microbiology,2020-08-21 22:14:01.716107,Bacteria – Microbiology | Lecturio,YwdYf4Yd3DE,2019-01-02T15:00:07Z,PT1H47M25S,32145,545,12
137,Microbiology,2020-08-21 22:14:01.716110,BHU M.Sc. Applied Microbiology (2018) MCQ&#39;s solved part 4,WogjN9zM4oY,2019-03-05T14:01:35Z,PT13M12S,2929,67,2
138,Microbiology,2020-08-21 22:14:01.716113,Microbiology 550 c Hepatitis B HBV Dane PArticle HBsAg HBeAg HBcAg Antigen surface core antibodies,8z8_uGbUbQk,2019-10-25T09:16:38Z,PT20M21S,1807,38,2
139,Microbiology,2020-08-21 22:14:01.716117,"DNA Exchange: Transformation, Conjugation &amp; Transduction – Microbiology | Lecturio",X5VikohUKmg,2015-11-20T11:02:03Z,PT3M36S,26427,230,14
140,Microbiology,2020-08-21 22:14:01.716120,COVID-19 Webinar - Ben Harris - Medical Microbiology Scientist,Ondpt9z1TAI,2020-03-15T09:57:56Z,PT1H43M2S,2774,37,1
141,Microbiology,2020-08-21 22:14:01.716123,"What to after B.Sc in Microbiology | Career in microbiology | B.Sc, M.Sc in Microbiology | jobs |",jfJgYYRBBKM,2019-12-13T10:16:11Z,PT13M43S,14010,405,14
142,Microbiology,2020-08-21 22:14:01.716127,"The Human immunodeficiency virus (HIV) , Medical microbiology animations",dl2zmyygtDE,2018-03-20T16:06:52Z,PT5M31S,6253,111,6
143,Microbiology,2020-08-21 22:14:01.716130,Microbiology - General Microbiology - Immunology - Types of Immunity | NEET MDS | MERITERS,D34v6mJlIEQ,2020-02-19T06:15:00Z,PT28M47S,1778,32,1
144,Microbiology,2020-08-21 22:14:01.716133,Acidic vs. Basic Stains in Microbiology,pGDBAO6oINY,2018-02-05T14:14:50Z,PT5M51S,16522,298,5
145,Microbiology,2020-08-21 22:14:01.716137,MCB2010C - Microbiology: Lab Safety Orientation,U8mLe8xh5yM,2017-06-15T11:49:57Z,PT4M24S,11594,76,1
146,Microbiology,2020-08-21 22:14:01.716140,"How To Become a Virologist? Biology Career | Microbiology | Skills, Jobs, and Salaries | Vedantu",lXPLywtOq8Y,2020-05-06T13:30:10Z,PT19M30S,6014,337,15
